"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000033845",620.947572404585,-0.359793416016609,0.112282525515354,26.1109671203871,9.04055278218439e-06,1.24220805893455e-05
"ENSMUSG00000025903",1062.51057954832,0.329183927504438,0.0973824256771845,19.1290072708943,0.000257109684951424,0.000328683603985982
"ENSMUSG00000033813",941.843142817691,1.43517231795984,0.093349806090487,473.403907029261,2.76769488330346e-102,1.90753126161856e-101
"ENSMUSG00000033793",1980.75431019171,0.461292134231638,0.0734749933067653,223.8798194527,2.91064647346407e-48,1.13198837848418e-47
"ENSMUSG00000025907",1149.21887120874,-0.0588061553379089,0.0961009441214163,175.929959036157,6.67348381008778e-38,2.22088859297712e-37
"ENSMUSG00000033740",315.279694893751,0.97270067820227,0.180527720594065,333.001593606108,7.1463501307998e-72,3.73825157426925e-71
"ENSMUSG00000051285",1593.55037981157,1.56490018605969,0.0823569105428282,368.468888000545,1.49386706577369e-79,8.45354598494528e-79
"ENSMUSG00000061024",284.921887175235,-2.15372561018406,0.172379209485077,266.626525401712,1.65690331181836e-57,7.2830467440861e-57
"ENSMUSG00000025911",49.90230189128,0.303111933894258,0.34516091148333,19.9371853482606,0.000174907026902615,0.000225903537324819
"ENSMUSG00000025912",147.381454326909,-2.6240428667474,0.26636570972118,135.255571162748,3.98400234764873e-29,1.11614455032674e-28
"ENSMUSG00000045210",4521.50732226308,2.45694514158601,0.0662746355310006,1491.90852636759,3.45845952088873e-323,7.50979781678695e-322
"ENSMUSG00000025915",2611.23964204015,1.225254298123,0.0690289984311076,614.223087703886,8.31686497387895e-133,7.13859493268582e-132
"ENSMUSG00000098234",270.963274587783,-0.192646701830542,0.171279131897841,123.196613691976,1.58094933662556e-26,4.17244015649354e-26
"ENSMUSG00000099032",14.6398889760983,0.944628558828642,0.632377018439842,11.7638292292486,0.00823756297640521,0.00960780489461883
"ENSMUSG00000025917",1547.37638887135,0.305603378051535,0.0816360680562373,146.073898721158,1.85193380745563e-31,5.45303716688615e-31
"ENSMUSG00000056763",345.753734841147,-0.0329540650264267,0.154241461271175,12.6057913111946,0.0055715064294368,0.00658598971265217
"ENSMUSG00000067851",2691.23374715331,0.927656217765665,0.0710228623681305,330.632947207674,2.32749356300505e-71,1.20792382467933e-70
"ENSMUSG00000025938",6.2211552744489,-1.54023960475285,1.05236756874413,11.9459799062666,0.00757052007413421,0.00885454589412373
"ENSMUSG00000005886",1708.25056403742,-0.117465576838802,0.0796370942780435,119.694157230957,8.9805821909601e-26,2.33327449745629e-25
"ENSMUSG00000025935",4146.39562874266,-0.338738100584073,0.063911297125084,74.9893187507403,3.6424691631379e-16,7.41580902779645e-16
"ENSMUSG00000025937",930.685174944138,-1.35827175296691,0.100959938292314,193.432679672328,1.10677750939064e-41,3.91751688810034e-41
"ENSMUSG00000025932",543.755995136607,-0.381434968500952,0.1495660086229,314.356302224065,7.77002554905354e-68,3.872026659403e-67
"ENSMUSG00000025925",289.322765026484,-0.723742751733101,0.171033342073899,38.7221766330323,1.98754255207541e-08,3.09769699808841e-08
"ENSMUSG00000043716",4266.88155116073,0.207900735283176,0.0641886125945942,50.5720513733337,6.03476313602626e-11,1.0370981028195e-10
"ENSMUSG00000025921",216.725878828873,-1.9233630604734,0.204927770346464,127.488050141306,1.88089176688388e-27,5.07310092541176e-27
"ENSMUSG00000025920",456.8889348262,-0.188777395225663,0.126809065224236,57.8429663452246,1.69803752286641e-12,3.08763233611966e-12
"ENSMUSG00000025939",646.566195010076,-0.128651177664991,0.110752527612018,9.83712872332232,0.0200025661403598,0.0227162542645983
"ENSMUSG00000079658",1236.81009151542,-0.00290038833573058,0.0914053417245372,49.9984735356906,7.99516173664109e-11,1.36780615338738e-10
"ENSMUSG00000025940",574.997867810682,-0.396986270808213,0.124109168009577,14.6140498610784,0.00217801736281511,0.00263427771243322
"ENSMUSG00000025779",392.68580574942,0.87829849682232,0.147358005645784,134.388877716894,6.1255349127933e-29,1.70846489338331e-28
"ENSMUSG00000041859",1426.16484191938,-1.0866074325326,0.0942228455157578,608.555931889047,1.40786377319875e-131,1.19773627933206e-130
"ENSMUSG00000025931",41.2466757638566,-0.369554779116488,0.409587003142173,29.0143755316044,2.22390667372804e-06,3.15580547026586e-06
"ENSMUSG00000041809",14.0254990074343,-0.546515288793332,0.797126647511479,8.57260002432034,0.0355477128152685,0.0397290502084433
"ENSMUSG00000041779",518.777691870888,0.911770405691087,0.121682067255778,108.19215069707,2.68763816714888e-23,6.58140257473707e-23
"ENSMUSG00000025933",58.3828715271821,-0.520869148745674,0.370280790086348,12.1122341945414,0.00700841747597103,0.00821936805128163
"ENSMUSG00000025934",3.68109793785071,-0.112319290837404,1.25244567468303,1.47838180714999,0.687268710281776,0.698649732840221
"ENSMUSG00000026158",2118.86058944894,2.13286909313586,0.0805190347370899,1048.74731005516,4.78744915623426e-227,6.81286656630927e-226
"ENSMUSG00000026155",637.751994931887,0.287153568599991,0.11484052982726,13.9006590533692,0.00304353905585249,0.00365288859463683
"ENSMUSG00000026154",157.275085432025,0.0921213440526199,0.211332215549142,10.8219281623332,0.0127287973679581,0.0146442562644868
"ENSMUSG00000026153",179.452824331292,-0.363366347664277,0.193812993036596,19.8120075918403,0.000185670097099729,0.000239360369155848
"ENSMUSG00000026141",1.47191131842802,1.22532659280009,2.23697228993567,0.61987761120167,0.891867150492217,0.896304656577645
"ENSMUSG00000073725",2068.81587771153,0.810610869888602,0.0728603866187691,229.575846501947,1.70813039024587e-49,6.76499584979411e-49
"ENSMUSG00000048874",1580.96023290336,-0.630355566447419,0.0838598842444984,181.115404334269,5.06507346929649e-39,1.71943385893196e-38
"ENSMUSG00000026064",238.511489035771,-0.0369774385164084,0.176536585780192,2.63235845741934,0.451844910835532,0.466522699183227
"ENSMUSG00000026134",476.115299133547,-0.482907461761191,0.131620289959201,38.4988983761859,2.21618212894419e-08,3.44375838202854e-08
"ENSMUSG00000004768",97.577320797029,-1.17588317582356,0.276321919020389,31.8162658194132,5.721478649297e-07,8.3556941253815e-07
"ENSMUSG00000042215",87.2724838154219,0.305735218662734,0.257284358760176,103.576448485805,2.64462706542354e-22,6.325184251394e-22
"ENSMUSG00000042197",563.239537137625,-0.858789224795487,0.12091769059938,55.0245801732208,6.78376341486762e-12,1.20483717549833e-11
"ENSMUSG00000042182",27.7768888303122,1.42830142563098,0.479431790431547,12.4017399294054,0.00612634778899662,0.00722072972815103
