"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000027472",835.259247766799,0.774055988558336,0.0981035399972489,109.501730349351,1.40464013158559e-23,3.45993476944264e-23
"ENSMUSG00000003283",4155.94731405684,1.4652352973486,0.0629593335594485,2035.99494615059,0,0
"ENSMUSG00000068040",3259.2781314813,0.672104053071241,0.0661936059901754,236.681379721885,4.96748952051325e-51,2.00541171068302e-50
"ENSMUSG00000074671",144.96553452514,-1.35999004485689,0.214404794930793,102.214106085727,5.19245285682814e-22,1.22990518490749e-21
"ENSMUSG00000051413",1821.91389655716,0.392391874890839,0.0804651529335315,237.054300900934,4.12569555503278e-51,1.66772386816254e-50
"ENSMUSG00000046020",766.342118107161,-0.129920169346995,0.106128513968991,17.1962648756232,0.000643999003396013,0.000804067748706707
"ENSMUSG00000027475",2157.88055606729,0.601016864400268,0.0703188035301189,176.382951798233,5.32768636733574e-38,1.77490333541222e-37
"ENSMUSG00000042548",1189.02514794818,-0.526041282683194,0.0881719313325707,383.064481341978,1.03112212311449e-82,5.98921259172668e-82
"ENSMUSG00000061411",582.375707504714,-0.604560363556364,0.11863307107995,114.498277946438,1.1805895278987e-24,2.97954910477134e-24
"ENSMUSG00000056941",1189.85473004791,0.253611721177368,0.0856334977803823,26.9768711468901,5.95345398162927e-06,8.25181009540049e-06
"ENSMUSG00000027478",33.5097918248114,-1.61503570083059,0.476452883982233,19.0241157790025,0.000270277753908559,0.000344989125695331
"ENSMUSG00000027479",4037.20037124263,-0.0539159977092621,0.0632507278916689,175.401560267136,8.67854828237406e-38,2.88126882662169e-37
"ENSMUSG00000027487",186.071312484051,0.0388052671026014,0.1998159149606,6.58865901380038,0.0862308277603876,0.0937223273774808
"ENSMUSG00000027488",232.661244538306,-1.67601875150024,0.179113309524658,224.322364816634,2.3351618731009e-48,9.09587313743157e-48
"ENSMUSG00000038533",439.46746790321,-0.270367057621614,0.130821213312893,31.8871559627412,5.52802699517512e-07,8.07882857516374e-07
"ENSMUSG00000027489",13.7177662437837,-1.54850680904985,0.771964953424442,6.83250200366865,0.0774325197253439,0.0844675474320977
"ENSMUSG00000038523",8.13836188935194,-1.4772431519543,0.886677578191476,8.33359311122209,0.0395977171464785,0.0441294128170641
"ENSMUSG00000027490",1001.45942824786,0.00671669472460327,0.0911814122659956,49.7747153129895,8.92233727791781e-11,1.52330510881206e-10
"ENSMUSG00000000876",608.336427394154,-1.26367116458355,0.111807390183886,182.892091097735,2.09353376371696e-39,7.15343064748361e-39
"ENSMUSG00000059842",76.6384641565948,-0.183335723101404,0.28757645163552,8.20734027631064,0.041915436274521,0.046625245022724
"ENSMUSG00000038467",10100.1418023991,1.14967302636876,0.0636508862803008,2821.66412291304,0,0
"ENSMUSG00000027593",3082.31683597437,-0.38045209761704,0.0650580001512996,193.791448821767,9.25876116823587e-42,3.2790572994858e-41
"ENSMUSG00000074656",1093.92065396991,0.319282683700803,0.0921041118453994,15.5591732441652,0.00139610178064404,0.00170786193210953
"ENSMUSG00000027597",183.157110417748,-1.24083408324252,0.211937688672846,71.0124708077261,2.59081722722576e-15,5.14506884499654e-15
"ENSMUSG00000027598",1825.74860269563,0.0429333360202658,0.0802999804690464,35.1794087840662,1.11642612858545e-07,1.68486435385341e-07
"ENSMUSG00000047459",3046.37804781786,0.32546090490633,0.0689937364243617,81.1401983901541,1.7476106058728e-17,3.68068072945596e-17
"ENSMUSG00000027602",460.257250872008,-0.247966985751291,0.131401077157052,70.0715328727003,4.12041708146286e-15,8.12598159230856e-15
"ENSMUSG00000038383",1171.58735143825,0.29639086099005,0.0869280607681784,12.625405244993,0.00552086711808738,0.006527362058139
"ENSMUSG00000038375",2571.25165760316,-0.0984622162042739,0.0685001439807595,90.8514732690237,1.43768263912293e-19,3.20814320914763e-19
"ENSMUSG00000038369",1805.59110527138,0.238654915387043,0.0747508153545235,49.8037574548939,8.79617927871237e-11,1.50258563780269e-10
"ENSMUSG00000027603",12.781560522935,-1.25875830325798,0.794574566906036,3.83919702197357,0.27935966173927,0.292901962823249
"ENSMUSG00000027605",263.06834182044,0.593963594834715,0.173186712682617,95.0485805858909,1.80249894016315e-20,4.11085307369571e-20
"ENSMUSG00000027610",221.726816502281,-0.16474389324844,0.168603974144118,32.7909151182491,3.56488657364384e-07,5.25769338849862e-07
"ENSMUSG00000038324",3858.50081344655,-0.320359582561986,0.0620984877601358,50.4855485099676,6.29631212335968e-11,1.08145270499017e-10
"ENSMUSG00000038312",1393.74151587849,-0.262089007702996,0.081311648926643,36.3463571244656,6.32630300008831e-08,9.64855589698038e-08
"ENSMUSG00000027611",280.756974932826,0.0898288937940385,0.189174908169687,440.816475428251,3.18397346120605e-95,2.06488346217935e-94
"ENSMUSG00000027612",348.383223687176,-0.315973472883819,0.144298074438729,9.70094692937167,0.0212869689343645,0.024126772736451
"ENSMUSG00000027613",1319.90666475132,0.749216916886141,0.0887378719433955,149.617838189848,3.18570183289729e-32,9.53730433979744e-32
"ENSMUSG00000074647",3.01557131815646,-0.957533320923541,1.45548826952395,0.839039839304796,0.840108212106861,0.846938910015635
"ENSMUSG00000005882",642.764483511842,0.675623625715998,0.115092469275297,34.5556597884499,1.51215530531213e-07,2.26841409779873e-07
"ENSMUSG00000038241",1990.92587670793,0.304739798996955,0.0738809681237329,201.836966012118,1.69136004409168e-43,6.17159144293711e-43
"ENSMUSG00000074646",10.7598505203675,-0.37584018767563,0.735220385348624,5.46331231423022,0.140849488535599,0.150873162683372
"ENSMUSG00000005881",2813.45594560956,0.505883343449712,0.0674888898759771,176.963388678806,3.99212242512846e-38,1.33457952829374e-37
"ENSMUSG00000038180",6.52173541483734,-4.91040658382919,1.72054917814691,17.1845764274418,0.000647575503997682,0.000808389380576131
"ENSMUSG00000089824",225.139262467711,-0.401466454458301,0.190240876634282,74.8055733031815,3.98819753477514e-16,8.10650831488218e-16
"ENSMUSG00000027618",447.498808864257,-0.281392049681881,0.135426349188906,36.022038212506,7.40846480732048e-08,1.12674526089476e-07
"ENSMUSG00000067847",439.142069829775,-0.511676687775222,0.146891579782171,30.5036739450571,1.08124196686061e-06,1.5586961149989e-06
"ENSMUSG00000027620",4173.74035915318,-0.60822272713093,0.0635638519838702,116.544988809456,4.27999923494334e-25,1.09339923335772e-24
"ENSMUSG00000038116",1578.73935694128,-0.225710088476678,0.0765865831341862,154.787369670394,2.44307396590906e-33,7.47121252138687e-33
"ENSMUSG00000046229",1022.55955200633,0.575858199515861,0.093246978830355,149.650615626961,3.13425652145013e-32,9.38777670847165e-32
"ENSMUSG00000038085",110.808959199822,1.12638976584268,0.245130041726968,87.3956576842403,7.94046134004872e-19,1.73965005880738e-18
"ENSMUSG00000076230",30.8482821987154,-0.287002846102093,0.477404492855032,0.538585817173228,0.910336082035587,0.91398530869331
"ENSMUSG00000027624",4269.56090247916,0.857911266373965,0.0680127826144787,578.772972200278,4.02706433492194e-125,3.27048811065029e-124
"ENSMUSG00000027628",839.977977873208,0.157615208899855,0.104372565977753,60.2126583594429,5.29434644173239e-13,9.77315750144674e-13
"ENSMUSG00000061689",2311.45084608299,0.33992202031018,0.0721793223234633,156.563928931334,1.01066803249101e-33,3.11049293951462e-33
"ENSMUSG00000062175",97.7534077210833,1.26199716198429,0.2660711376369,77.2968089861145,1.16612576323565e-16,2.40503836182478e-16
"ENSMUSG00000074629",28.9214715331328,1.31296992876963,0.524827094262882,12.1809187455776,0.00678841975117428,0.00797031507068774
"ENSMUSG00000027637",1741.00659857524,0.57295067820407,0.0878849334146789,484.328714213549,1.18784588668137e-104,8.34290187263645e-104
"ENSMUSG00000027634",1001.00989887939,-0.725445342400029,0.0894807995101562,255.452699818545,4.32948835902772e-55,1.83915138127897e-54
"ENSMUSG00000027635",238.77712319183,-2.27958428672938,0.185407229746041,229.737077772428,1.57638114806384e-49,6.24715858139351e-49
"ENSMUSG00000055485",594.888570895451,0.00701214336763262,0.117119101684249,225.500029085247,1.29932405784858e-48,5.07689085068261e-48
"ENSMUSG00000027639",42029.0589013573,1.73875869766446,0.0527490859886554,7294.74959270215,0,0
"ENSMUSG00000027641",2362.7473541507,0.199652438617745,0.0781429858253864,1660.9889875255,0,0
"ENSMUSG00000027642",8242.00849857747,0.156220342885917,0.0534374485625269,137.883670529508,1.08082155820579e-29,3.06919010734947e-29
"ENSMUSG00000063019",446.01142882015,0.580736325293651,0.130716632075271,35.0291216058276,1.20111256847496e-07,1.81005206919517e-07
"ENSMUSG00000027646",174.615813003872,0.924623733823458,0.203917994148565,141.133438031062,2.15309643462276e-30,6.20414787178574e-30
"ENSMUSG00000067787",1045.72107748914,1.0079299343489,0.0937818898657204,161.839519373459,7.34744411088589e-35,2.31360428968127e-34
"ENSMUSG00000027649",761.40718411014,-0.0629315746805737,0.105509266646934,2.04787782916999,0.562529181312289,0.576382992764998
"ENSMUSG00000027650",684.470839767682,-0.240115682396975,0.116998552175632,14.0456943639647,0.00284361011224205,0.00341686139278519
"ENSMUSG00000027651",650.634358001905,-0.0624526424542507,0.108302536951488,12.690527688091,0.00535597638030673,0.00634079147386852
"ENSMUSG00000037820",19027.1462856572,2.03524952301286,0.0658193495690935,5911.05583598612,0,0
"ENSMUSG00000016024",10.7269116517252,-1.13377422844836,0.751991317967662,7.41798957040906,0.0597035190999282,0.0656748888054617
"ENSMUSG00000085385",87.5922810758867,0.550013625423097,0.284358995489354,67.6612211224812,1.35189996527387e-14,2.62722583257676e-14
"ENSMUSG00000027652",1509.26977095994,0.254833766180286,0.0817752881276825,33.4808876139081,2.54971024173963e-07,3.78407458607555e-07
"ENSMUSG00000037761",228.095224598473,-0.0228939362751154,0.174926612936397,5.62461279384277,0.13137248371643,0.140999109837234
"ENSMUSG00000027654",152.191789110049,-4.58185010886327,0.351681844336372,347.540278868969,5.08480417870627e-75,2.74943880526505e-74
"ENSMUSG00000027655",328.957807760777,0.0971594024699245,0.145738982345502,6.70456579608096,0.0819348041683848,0.0892311985912412
"ENSMUSG00000074622",6717.92492009449,1.30181809884145,0.0560045435641402,593.519251344964,2.56046870874743e-128,2.12208799732919e-127
"ENSMUSG00000078956",7.135240945039,-0.063226943083619,1.00810303426151,4.29286298094122,0.231527436555731,0.244202652066657
"ENSMUSG00000070544",2626.86934595033,0.086924487521383,0.0804345391663055,363.858836914851,1.48817049806132e-78,8.32723822485339e-78
"ENSMUSG00000016933",291.840404805652,-1.04844337257712,0.161679807624579,135.865634467523,2.94312795029442e-29,8.27498682567064e-29
"ENSMUSG00000035877",250.872826923496,-1.12314078316967,0.172039092492786,87.7142012666404,6.78340032375404e-19,1.48927984316921e-18
"ENSMUSG00000057133",823.397336455,-0.737332458799212,0.100094877871829,85.0656819718691,2.51221842561544e-18,5.41395824195185e-18
"ENSMUSG00000016921",1854.78368059814,0.21561677648873,0.0889329614118153,109.91767422952,1.1430169414368e-23,2.81938175253358e-23
"ENSMUSG00000017858",1196.8377277492,0.0925704580353389,0.0854091519678343,52.1179299199949,2.82666473172636e-11,4.91848303951774e-11
"ENSMUSG00000017861",178.154323963783,-1.18245704169679,0.252010116751527,163.709882859282,2.90039449166766e-35,9.19768048092027e-35
"ENSMUSG00000074607",185.765414619883,-2.68399283785455,0.240232303615615,252.540835215659,1.84616228017675e-54,7.75821819954812e-54
"ENSMUSG00000035399",390.797697224357,0.174009775678958,0.134784208784736,66.2876589658875,2.66001210593877e-14,5.11852052899066e-14
"ENSMUSG00000017943",50.772612876478,-0.0332049782998423,0.397045210037162,16.5851068982678,0.000860073753299359,0.00106640629827405
"ENSMUSG00000048486",111.544104447035,0.944765945671468,0.257147486614112,53.1415565054259,1.71028359369349e-11,2.99341459731986e-11
"ENSMUSG00000017679",693.423210068159,0.856047078347266,0.114732093839046,122.88239200816,1.84758560261494e-26,4.87409195313818e-26
"ENSMUSG00000017707",35422.5434291901,-1.68306991731072,0.0563113196863713,1350.46820042259,1.64838919685602e-292,3.19053754439381e-291
"ENSMUSG00000035268",833.791480033292,-0.351908461791297,0.103775896362664,103.121312726153,3.31327597712085e-22,7.89875405701207e-22
"ENSMUSG00000017697",154.115527144412,0.284864742628562,0.214273986242191,43.4789618461523,1.94718783743689e-09,3.16231789498407e-09
"ENSMUSG00000018326",6268.17761044454,-0.100357772562959,0.058547142980035,124.980740393623,6.52488371486624e-27,1.73742544676313e-26
"ENSMUSG00000054582",8.07322092696512,-2.63413456922034,1.03766144088311,12.1584498528341,0.00685962629672126,0.00805165433628647
"ENSMUSG00000018322",1016.60453195548,0.310365932545541,0.0897170410580444,13.6441366523821,0.0034318278031572,0.00410789328798868
"ENSMUSG00000018209",3943.08405900977,0.207653075194829,0.0630181181713971,106.058833119938,7.73337264765744e-23,1.86851293973788e-22
"ENSMUSG00000017002",1.66120194839057,-2.10710141484616,2.29475551368164,1.29285715061391,0.730829911629039,0.74076754215544
"ENSMUSG00000017009",3809.37214562292,-0.296910054369756,0.0667799728062943,578.009626717028,5.89469493280765e-125,4.7748554103202e-124
"ENSMUSG00000045503",377.132303471225,0.343095730369838,0.143210250565595,13.7800814334242,0.00322030896483956,0.00385987070890944
"ENSMUSG00000017734",98.5014429352705,0.410377904667056,0.241428563426274,57.7317966991313,1.79342608315342e-12,3.25729874392027e-12
"ENSMUSG00000017721",2443.70642214057,0.0323075160757495,0.0772952370281254,22.8732909089931,4.29147623410136e-05,5.71481889405054e-05
"ENSMUSG00000017299",808.438137831405,0.335896506510647,0.100605343306273,77.3218539221511,1.15179594472084e-16,2.37587557498584e-16
"ENSMUSG00000001403",1807.74048341665,-3.69916766646738,0.0959233409385094,2136.94094251741,0,0
"ENSMUSG00000050373",289.102082369932,-0.634325836930817,0.155308246978253,164.796438510559,1.69018324515053e-35,5.3748513913205e-35
"ENSMUSG00000017307",343.38207589454,0.550187696992314,0.143154812198404,30.2207382859801,1.24010870373958e-06,1.78299440837322e-06
"ENSMUSG00000045822",181.435759768191,-0.275819184809209,0.195832249375901,2.10587114293605,0.550725904638189,0.564843612103525
"ENSMUSG00000017764",251.46663221583,0.421862006881424,0.182191054569999,21.0203214293462,0.000104258100942182,0.000136286450741017
"ENSMUSG00000017767",12.9683557834407,-5.39400950085229,1.59210864133126,35.6065042006102,9.06924124549535e-08,1.37465635581383e-07
"ENSMUSG00000039873",147.686545346431,-1.40419904015819,0.215230349452674,54.9220942203115,7.13402114827810e-12,1.26614720578071e-11
"ENSMUSG00000017760",28324.7861990917,0.464778142732946,0.0484796481575813,204.731943028518,4.00555093250699e-44,1.47317222695404e-43
"ENSMUSG00000017754",21355.9621636537,-0.127514739481872,0.0680434294638303,214.096081088338,3.79215073563527e-46,1.42481559142996e-45
"ENSMUSG00000039849",1019.78694879936,0.122228999395433,0.0907305453995247,22.0576626737328,6.34536029558898e-05,8.37863211531641e-05
"ENSMUSG00000039834",403.664473981119,-0.00775038172704041,0.131640456158893,1.48620730343384,0.685457316734813,0.697091276390293
"ENSMUSG00000017737",74.6570214804103,-2.7872093839672,0.363603690291908,62.9771704956845,1.35816228760269e-13,2.55417725298821e-13
"ENSMUSG00000017740",7.25237544064475,-2.1970729577106,0.975637892299813,7.62315051791852,0.0544772050396782,0.0600702684434173
"ENSMUSG00000039804",711.265488243366,0.238329965452097,0.107105137248023,22.2430901955358,5.8058212709193e-05,7.68240699236288e-05
"ENSMUSG00000017652",2721.19302557286,1.73725897386793,0.0992151593339217,7768.41535118421,0,0
"ENSMUSG00000017664",1172.61809829467,1.11401265702436,0.0891849237212436,224.853185706792,1.79291385807014e-48,6.98806730302284e-48
"ENSMUSG00000017670",1658.79787264233,0.483692899846061,0.0768971237786455,46.3074132054735,4.87899458038517e-10,8.10232716220177e-10
