Condition1,Condition2,Reaction,MeanFluxCond1,MeanFluxCond2,Log2MeanFluxRatio,P,Padj
naive,wildtype,PHEGLNPHEr,-0.07111943141544382,-0.02157024184126223,1.721201438378305,0.0,0.0
naive,wildtype,PHELEUr,-0.03743387215078324,-0.021081826980219667,0.828344389650582,0.0,0.0
naive,wildtype,PHELEUASPr,-0.05378034211988714,-0.016677266880137185,1.6891960578233272,0.0,0.0
naive,wildtype,PHELEUHISr,-0.05195973412623636,-0.011981591156224042,2.1165745377892233,0.0,0.0
naive,wildtype,PHELYSALAr,-0.048285267408045666,-0.021233839692840106,1.1852177914740916,0.0,0.0
naive,wildtype,PHELYSPROr,-0.054917954433544004,-0.01682220005487581,1.7069114917731087,0.0,0.0
naive,wildtype,PHEPHEr,-0.03358746653726404,-0.017232562900804854,0.9627856975759442,0.0,0.0
naive,wildtype,PHEPHEASNr,-0.05904266718072349,-0.021792231668076822,1.4379439493702877,0.0,0.0
naive,wildtype,PHEPHETHRr,-0.053957566302185275,-0.017143663338728368,1.6541498542862292,0.0,0.0
naive,wildtype,PHEPROARGr,-0.059657402884101284,-0.015506764963087614,1.943803431710178,0.0,0.0
naive,wildtype,PHESERTRPr,-0.05871019323009798,-0.01312721568982323,2.16105005495595,0.0,0.0
naive,wildtype,PHETHRLYSr,-0.05153247800815869,-0.014170143588735402,1.8626275906496896,0.0,0.0
naive,wildtype,PHETRPLEUr,-0.055236525996915524,-0.01657615033090327,1.7365135945558208,0.0,0.0
naive,wildtype,PHETYRr,-0.03817677530865733,-0.017232562900804854,1.1475579659240833,0.0,0.0
naive,wildtype,PHETYRGLNr,-0.0710097125222285,-0.024744463448580115,1.5209106065736502,0.0,0.0
naive,wildtype,PHETYRLYSr,-0.036374041057945755,-0.013513639746447674,1.4284929135896556,0.0,0.0
naive,wildtype,PROARGASPr,-0.05256398764606032,-0.016554162917395452,1.6668806657106199,0.0,0.0
naive,wildtype,PROARGCYSr,-0.04426951728429052,-0.0160802857386645,1.4610205996291457,0.0,0.0
naive,wildtype,PROASNCYSr,-0.03813412447020771,-0.01742826301113428,1.1296537866420888,0.0,0.0
naive,wildtype,PROCYSr,-0.03496306433008374,-0.020791655360193114,0.7498270098761298,0.0,0.0
naive,wildtype,PROGLNPROr,-0.07438407908868308,-0.019023597297744964,1.9672037841764034,0.0,0.0
naive,wildtype,PROGLULYSr,-0.04464275636568911,-0.01869560695890489,1.2557267963328353,0.0,0.0
naive,wildtype,PROHISr,-0.03569425375916118,-0.017018192991111156,1.0686139822871479,0.0,0.0
naive,wildtype,PROHISTYRr,-0.03539027463905485,-0.011965364799092259,1.5644885752302797,0.0,0.0
naive,wildtype,PROLEUARGr,-0.0529626915758072,-0.01374425665149118,1.9461475602837153,0.0,0.0
naive,wildtype,PROLYSPROr,-0.05756267524877174,-0.01672690599318777,1.7829630313983875,0.0,0.0
naive,wildtype,PROPHEr,-0.03817677530865733,-0.02111824465888972,0.8542053238773031,0.0,0.0
naive,wildtype,PROPROARGr,-0.048631726633086764,-0.019005897782985566,1.3554506387936807,0.0,0.0
naive,wildtype,PROPROPROr,-0.05354396325979558,-0.015317869715849353,1.8055082565078777,0.0,0.0
naive,wildtype,PROTRPLYSr,-0.05256010482934794,-0.020566294101543866,1.3536862990702485,0.0,0.0
naive,wildtype,PROTRPTHRr,-0.027994802106779702,-0.012957677069847661,1.111351873140342,0.0,0.0
naive,wildtype,PROVALGLNr,-0.03625742721041589,-0.023222941051249935,0.642725863802308,0.0,0.0
naive,wildtype,SERARGALAr,-0.044396583779583776,-0.018789178847356498,1.2405466512743855,0.0,0.0
naive,wildtype,SERARGTRPr,-0.05497824343108159,-0.018585674475417757,1.5646697684592763,0.0,0.0
naive,wildtype,SERCYSARGr,-0.04533381502036372,-0.017019481818128294,1.4134004620142622,0.0,0.0
naive,wildtype,SERGLYGLUr,-0.03598648504132202,-0.017609409716564908,1.0311086452285032,0.0,0.0
naive,wildtype,SERLYSHISr,-0.05362494050433743,-0.013723378626305328,1.9662684325238249,0.0,0.0
naive,wildtype,SERPHELYSr,-0.04270648983853889,-0.014828704089325484,1.526062800619315,0.0,0.0
naive,wildtype,SERTRPHISr,-0.04692428212691219,-0.01882583558005916,1.3176207741135904,0.0,0.0
naive,wildtype,THRARGTYRr,-0.054054658223390846,-0.01641211077890897,1.7196581519316858,0.0,0.0
naive,wildtype,THRASNTYRr,-0.054776556485484566,-0.02009443428926363,1.4467626118911463,0.0,0.0
naive,wildtype,THRGLNGLUr,-0.05730526329396763,-0.024939976454928292,1.2002075485475976,0.0,0.0
naive,wildtype,THRGLNTYRr,-0.04086982226780721,-0.024675541839457693,0.7279542049274526,0.0,0.0
naive,wildtype,THRHISHISr,-0.051826448515421675,-0.016279563186984692,1.6706265445332809,0.0,0.0
naive,wildtype,THRILEARGr,-0.05407658943384696,-0.01755560204346087,1.6230726927319656,0.0,0.0
naive,wildtype,THRMETARGr,-0.04840558573255361,-0.019192010895700332,1.3346676542137887,0.0,0.0
naive,wildtype,THRPHEARGr,-0.05532767356684878,-0.015264397585227572,1.8578306080149967,0.0,0.0
naive,wildtype,THRSERARGr,-0.04847130523891576,-0.01467601840382036,1.7236703131778657,0.0,0.0
naive,wildtype,THRTHRARGr,-0.055943214746708436,-0.017618666740127055,1.6668584047678636,0.0,0.0
naive,wildtype,THRTYRMETr,-0.052315413210256456,-0.018353290272765155,1.5111973327442259,0.0,0.0
naive,wildtype,TRPALAPROr,-0.0480835849729837,-0.023231794381863846,1.049443873616291,0.0,0.0
naive,wildtype,TRPARGALAr,-0.04245308139187263,-0.021812284360683606,0.9607284046817288,0.0,0.0
naive,wildtype,TRPASPASPr,-0.039766381891364555,-0.015515591140812489,1.357830641501815,0.0,0.0
naive,wildtype,TRPGLNGLNr,-0.040613749710562294,-0.024705579044052746,0.717131362111375,0.0,0.0
naive,wildtype,TRPGLUGLYr,-0.046286973093084556,-0.01883881308113954,1.2968981492104104,0.0,0.0
naive,wildtype,TRPGLULEUr,-0.045320385223064405,-0.024972205567129153,0.8598368771251731,0.0,0.0
naive,wildtype,TRPGLUPROr,-0.051914515928737026,-0.019988138230085144,1.3769938897029177,0.0,0.0
naive,wildtype,TRPGLUTYRr,-0.03684702677165161,-0.018617859064122135,0.9848610296767739,0.0,0.0
naive,wildtype,TRPGLYLEUr,0.05629167597681088,0.016827375248627343,1.742111441172345,0.0,0.0
naive,wildtype,TRPGLYPHEr,0.050878345369080646,0.016289036065733113,1.6431505208350534,0.0,0.0
naive,wildtype,TRPGLYVALr,-0.03502038030698144,-0.016482723574183823,1.0872401005048837,0.0,0.0
naive,wildtype,TRPHISMETr,-0.05076810660625889,-0.017812654506773776,1.5110199276984158,0.0,0.0
naive,wildtype,TRPILELYSr,-0.0510862473965118,-0.018333930775077306,1.478418833372336,0.0,0.0
naive,wildtype,TRPILETRPr,-0.04280792742359407,-0.020440414717505385,1.0664535205655443,0.0,0.0
naive,wildtype,TRPLEUVALr,-0.04000045296725197,-0.014310767902185377,1.4829152494632627,0.0,0.0
naive,wildtype,TRPLYSr,-0.022050795981665008,-0.017232562900804854,0.35569345328124097,0.0,0.0
naive,wildtype,TRPMETARGr,-0.04109357882936357,-0.02128869162871852,0.9488256932962664,0.0,0.0
naive,wildtype,TRPMETVALr,-0.05113914022870777,-0.015817684417118123,1.692889489411356,0.0,0.0
naive,wildtype,TRPPHEr,-0.03817677530865733,-0.02111824465888972,0.8542053238773031,0.0,0.0
naive,wildtype,TRPPROGLYr,0.04265896079279088,0.022093614542587927,0.9492193561838197,0.0,0.0
naive,wildtype,TRPPROLEUr,-0.047824566820192524,-0.019455930826165556,1.2975418966258245,0.0,0.0
naive,wildtype,TRPPROVALr,-0.04473503708972262,-0.01437411416546894,1.6379321627878427,0.0,0.0
naive,wildtype,TRPSERTYRr,-0.042821788718845316,-0.018350484810263433,1.2225268813059433,0.0,0.0
naive,wildtype,TRPTHRGLUr,-0.050764978664011355,-0.023796739754557095,1.0930696330038057,0.0,0.0
naive,wildtype,TRPTHRILEr,-0.03199106745472044,-0.023988951010258722,0.41529905926952115,0.0,0.0
naive,wildtype,TRPTHRTYRr,-0.04188720836610823,-0.014650790703748088,1.51553120784356,0.0,0.0
naive,wildtype,TRPTYRGLNr,-0.04134485142619231,-0.025801221590933857,0.6802683118193991,0.0,0.0
naive,wildtype,TRPTYRTYRr,-0.05397389847820993,-0.015188468516806351,1.8292854880360148,0.0,0.0
naive,wildtype,TRPVALASPr,-0.049602408183476485,-0.014812410158402444,1.7436037610954995,0.0,0.0
naive,wildtype,TYRALAr,-0.07108047078209462,-0.01780513208794716,1.9971600982746025,0.0,0.0
naive,wildtype,TYRALAPHEr,-0.048601492068729726,-0.01985368389082663,1.2915938781729357,0.0,0.0
naive,wildtype,TYRARGGLUr,-0.04182987515664165,-0.019441877633071317,1.1053661357433653,0.0,0.0
naive,wildtype,TYRARGSERr,-0.042588675830308606,-0.016465043320883388,1.371063566436299,0.0,0.0
naive,wildtype,TYRASPARGr,-0.06107492524316512,-0.014853867633662693,2.0397415653257402,0.0,0.0
naive,wildtype,TYRCYSGLYr,-0.03620062276768462,-0.016942979063626244,1.0953269522311635,0.0,0.0
naive,wildtype,TYRCYSTHRr,-0.05487748594632437,-0.016795676133664277,1.708124515646131,0.0,0.0
naive,wildtype,TYRGLUr,-0.06547738413440485,-0.023405810324801955,1.484129973343458,0.0,0.0
naive,wildtype,TYRLEUARGr,-0.04607876504346213,-0.014202886743558726,1.6979178636484162,0.0,0.0
naive,wildtype,TYRPHETYRr,-0.056953109183764686,-0.018895847335309475,1.5917053897124123,0.0,0.0
naive,wildtype,TYRTHRr,-0.03823782599960244,-0.017232562900804854,1.1498632203205346,0.0,0.0
naive,wildtype,TYRTRPPHEr,-0.043376046129579515,-0.016792926703010573,1.3690448647603572,0.0,0.0
naive,wildtype,TYRTYRr,-0.026365742545607827,-0.01644827623820093,0.680728229322851,0.0,0.0
naive,wildtype,TYRVALMETr,-0.0557244919753957,-0.02029418419124178,1.4572452127970439,0.0,0.0
naive,wildtype,VALARGGLYr,-0.048062888224140767,-0.015786210646110632,1.6062584410514749,0.0,0.0
naive,wildtype,VALHISASNr,-0.05630433675551751,-0.0159888754959207,1.816177570906099,0.0,0.0
naive,wildtype,VALLEUPHEr,-542.3848100113871,-82.93816037505893,2.709208822278286,0.0,0.0
naive,wildtype,VALLYSTYRr,-0.05030698934755641,-0.015344362444217302,1.7130501499390398,0.0,0.0
naive,wildtype,VALPHEARGr,-0.0550166199430064,-0.016266509052618054,1.7579628393306175,0.0,0.0
naive,wildtype,VALPROTRPr,-0.05001025017943306,-0.016418508920213938,1.6069007104126325,0.0,0.0
naive,wildtype,VALSERARGr,-0.05497995401515343,-0.017462822072654174,1.654618976205268,0.0,0.0
naive,wildtype,VALTRPPHEr,-0.045209660674194026,-0.014900222482392715,1.6012972169777635,0.0,0.0
naive,wildtype,VALTRPVALr,-0.03619749366715666,-0.020339470029799953,0.8316077193586684,0.0,0.0
naive,wildtype,VALVALr,-0.02790698377888461,-0.017876555262337286,0.6425574425925987,0.0,0.0
naive,wildtype,TRPGLYASPr,-0.04979049499589097,-0.013570729111805903,1.8753721239123604,0.0,0.0
naive,wildtype,EX_homoval_e,0.052655006968966765,0.03250941826059284,0.6957129837950431,0.0,0.0
naive,wildtype,GLYCLTtm,-0.05593830229141593,-0.05783156825618166,-0.04802075597867688,4.691023730056866e-38,4.919977827467074e-38
naive,wildtype,TYMc,0.2449386012206156,0.11730260622079858,1.0621850866452143,0.0,0.0
naive,wildtype,DOPAc,0.2449386012206156,0.11730260622079858,1.0621850866452143,0.0,0.0
naive,wildtype,XOLEST183te,0.05211219230137824,0.0,inf,0.0,0.0
naive,wildtype,ACRNtr,218.40111816873116,318.467870887706,-0.5441675887761382,0.0,0.0
naive,wildtype,ODECRNtr,649.2847788260103,257.4328946158291,1.3346549766656093,0.0,0.0
naive,wildtype,PMTCRNtr,213.6878218158165,318.40832639965527,-0.5753733725772351,0.0,0.0
naive,wildtype,STCRNtr,211.1987462420967,260.0062224445797,-0.29994487978667556,1.539716e-318,1.903744e-318
naive,wildtype,XOLEST183tl,0.05211219230137824,0.0,inf,0.0,0.0
naive,wildtype,PHEACGLYtm,0.10253284472183329,0.010902157677401776,3.2334005312542287,0.0,0.0
naive,wildtype,HXAt2,505.0423178432807,290.9910267715239,0.7954296116002766,0.0,0.0
naive,wildtype,PACCOALm,0.10253284472183329,0.010902157677401776,3.2334005312542287,0.0,0.0
naive,wildtype,PACALDtm,0.10253284472183329,0.010902157677401776,3.2334005312542287,0.0,0.0
naive,wildtype,PA_HStm,0.35761959500931845,0.235207496497733,0.6044917458452891,0.0,0.0
naive,wildtype,MALOAAtm,-418.20005829360275,-119.66438340857783,1.8051994468020705,0.0,0.0
naive,wildtype,MLTHFtm,-467.42727123272624,-108.45455653886127,2.107651241383913,0.0,0.0
naive,wildtype,2MOPtm,0.052444484703631174,0.04415686654547691,0.24815326113481886,5.969125021796855e-126,6.727532436110856e-126
naive,wildtype,MMALtm,0.0524444847036308,0.0441568665454783,0.2481532611347633,5.969125021796855e-126,6.727532436110856e-126
naive,wildtype,PGPP_hsc,0.10766923767615934,0.07868570029882911,0.4524327334324757,0.0,0.0
naive,wildtype,CE2512te,0.05380018713401094,0.018071612289997117,1.5738859664728848,0.0,0.0
naive,wildtype,r2514e,-448.87393768520764,-129.67491307461052,1.7914109309652104,0.0,0.0
naive,wildtype,r2514m,17.013766326187103,5.569829603339475,1.6109974475236726,0.0,0.0
naive,wildtype,AGPAT4,0.41841082911771366,0.15824194932246438,1.402788087909957,0.0,0.0
naive,wildtype,ARGt5r,-617.5012948925261,-1225.111796579624,-0.988399340069894,0.0,0.0
naive,wildtype,BANDMT,2.2222375455428365,0.456610756982965,2.2829762889570993,0.0,0.0
naive,wildtype,CA2t,-298.5591507030353,-465.9418021951375,-0.6421329809967717,0.0,0.0
naive,wildtype,SK_adprbp_c,0.06059363823709878,0.03568109523873837,0.7640064324538162,0.0,0.0
naive,wildtype,SK_bandmt_c,2.2222375455428365,0.456610756982965,2.2829762889570993,0.0,0.0
naive,wildtype,ETHAt,-155.67420772146392,-87.37441601846267,0.8332471237332334,0.0,0.0
naive,wildtype,SK_band_c,-2.2222375455428365,-0.456610756982965,2.2829762889570993,0.0,0.0
naive,wildtype,Ht,-419.6050792828376,-563.4230437598626,-0.42518642880708346,0.0,0.0
naive,wildtype,THMMPtrbc,502.4886316796803,218.59628616670625,1.2008220664724092,0.0,0.0
naive,wildtype,THMtrbc,-540.4791901443192,-234.8113926506865,1.2027366642512518,0.0,0.0
naive,wildtype,r2444,-0.041536962389971024,-0.010975956529364565,1.9200490425423944,0.0,0.0
naive,wildtype,F1Ate,452.218524348445,402.82447973510045,0.1668687318889965,3.442765450978395e-148,3.9350347407258495e-148
naive,wildtype,F1Ate2,-452.218524348445,-402.82447973510045,0.1668687318889965,3.442765450979109e-148,3.9350347407258495e-148
naive,wildtype,PGP_hs_tm,-0.051992900623297617,-0.04527458410655047,0.199613255134486,7.137722466678578e-182,8.296648654135973e-182
naive,wildtype,PROSTGE2t2r,497.95949101116076,227.48691675395776,1.1302448085681385,0.0,0.0
naive,wildtype,PROSTGE2t2m,-424.69595628375333,-597.3573105014111,-0.49216376846175763,0.0,0.0
naive,wildtype,LTHSTRLtr,-0.09472763765149382,-0.02213201233757748,2.097650773404301,0.0,0.0
naive,wildtype,PGLYCtm,0.10766923767615934,0.07868570029882911,0.4524327334324757,0.0,0.0
naive,wildtype,SK_9_cis_retfa_c,-0.11409923544387006,-0.11974903000374623,-0.06972484537984458,1.9156629177259967e-16,1.9498242591944272e-16
naive,wildtype,SK_HC02197_c,-530.2232621219924,-56.561440812164356,3.2287091898901568,0.0,0.0
naive,wildtype,SK_Tyr_ggn_c,44.22692758050114,35.168707004845196,0.33063272798250887,3.828460392083006e-200,4.487288550988202e-200
naive,wildtype,SK_c226coa_c,-451.1893170109139,-107.64273095857128,2.067482010310295,0.0,0.0
naive,wildtype,SK_chol_c,555.6080173697825,480.28169598232165,0.21018659035254875,5.916882903451605e-200,6.934457023519329e-200
naive,wildtype,SK_cholate_c,-441.4371914204119,-219.9205605172293,1.0052256938943502,0.0,0.0
naive,wildtype,SK_coa_c,13.895681278969057,11.264856245391817,0.302807665905841,0.0,0.0
naive,wildtype,SK_doco13ecoa_c,0.05380018713401094,0.018071612289997117,1.5738859664728848,0.0,0.0
naive,wildtype,SK_fad_c,-3.00497414146349e-15,7.429110083514358e-20,,0.0,0.0
naive,wildtype,SK_fe3_c,-0.11087700095727272,-0.03805740440601251,1.542711065275714,0.0,0.0
naive,wildtype,SK_gchola_c,-418.57425005205334,-142.8030873673242,1.5514563918617064,0.0,0.0
naive,wildtype,SK_glygn2_c,-261.3044604619562,-146.49974893616277,0.8348335594117783,0.0,0.0
naive,wildtype,SK_lnlc_c,-0.13987285886502096,-0.05081661951601995,1.4607437359847737,0.0,0.0
naive,wildtype,SK_lnlccoa_c,-0.5732551265210067,-0.3281637128626702,0.8047616318794483,0.0,0.0
naive,wildtype,SK_lnlncacoa_c,-0.19401836553770505,-0.17899625064630614,0.1162638542744837,5.460973607745653e-80,5.96921326586687e-80
naive,wildtype,SK_lnlncgcoa_c,-0.6081436187895608,-0.3257630006203397,0.900589314471626,0.0,0.0
naive,wildtype,SK_nad_c,-339.3776846638819,-53.61301000203687,2.6622366655741727,0.0,0.0
naive,wildtype,SK_nadp_c,-3.5683801692402715e-15,0.0,,0.0,0.0
naive,wildtype,SK_odecoa_c,-0.34317544853604187,-0.23385356758597864,0.55334090505364,0.0,0.0
naive,wildtype,SK_phyQ_c,-441.89963573040217,-480.9101369721433,-0.12204859486140338,4.086125974815951e-57,4.377645069333141e-57
naive,wildtype,SK_pmtcoa_c,-443.9973886838692,-51.86163610816053,3.0978115660341,0.0,0.0
naive,wildtype,SK_tag_hs_c,-0.9398889404123698,-0.4226180739578002,1.1531358266476037,0.0,0.0
naive,wildtype,SK_tdchola_c,-3.9744961747977364e-17,0.0,,0.0,0.0
naive,wildtype,SK_thf_c,-452.0871309466717,-251.76169712986345,0.8445420416589994,0.0,0.0
naive,wildtype,SK_tmndnccoa_c,442.06675373772504,99.6900184852608,2.1487432720494772,0.0,0.0
naive,wildtype,SK_vitd3_c,-9.816410558276186,-8.850906829274061,0.14937031340217843,2.9372188272574444e-92,3.2363800041077394e-92
naive,wildtype,DXTRNt,217.07753288145372,111.33104193131646,0.9633545085325544,0.0,0.0
naive,wildtype,EX_dxtrn_e,217.07753288145372,111.33104193131646,0.9633545085325544,0.0,0.0
naive,wildtype,SK_dhcholestanate_c,-22.85342587138476,-16.180917234627902,0.4981170595211196,0.0,0.0
naive,wildtype,THCHOLSTOICt,427.6223449630007,354.22948526900814,0.2716529377720431,0.0,0.0
naive,wildtype,EX_thcholstoic_e,427.6223449630007,354.22948526900814,0.2716529377720431,0.0,0.0
naive,wildtype,SK_thcholstoic_c,-427.7219298997608,-354.28770589907106,0.2717517745831279,0.0,0.0
naive,wildtype,XOL7AH3t,467.09391050262656,299.17757658003734,0.642710587871789,0.0,0.0
naive,wildtype,EX_xol7ah3_e,467.09391050262656,299.17757658003734,0.642710587871789,0.0,0.0
naive,wildtype,SK_xol7aone_c,-462.55421049536676,-304.79398385684163,0.6017880300882181,0.0,0.0
naive,wildtype,EX_glcn_e,431.20988760218074,331.23323871804234,0.38054280712337535,0.0,0.0
naive,wildtype,ACACt2,-529.9365061347343,-328.0643302547227,0.6918407736400994,0.0,0.0
naive,wildtype,ACONT,-27.17025931313636,-16.870113690240686,0.687558638518978,0.0,0.0
naive,wildtype,ACS,0.037673132209133375,0.020749722628994383,0.86044393499792,0.0,0.0
naive,wildtype,ADK1,10.482021949800979,18.299054219398986,-0.8038520500607579,0.0,0.0
naive,wildtype,ADNt2,-356.6080103668225,-51.55268570260571,2.790219616411068,0.0,0.0
naive,wildtype,ADSS,0.06043244408922943,0.04539552599908397,0.4127731723207103,3.154291701641969e-294,3.858440217660182e-294
naive,wildtype,ARGN,0.06411461071346547,0.04553452495301327,0.4936923288454777,0.0,0.0
naive,wildtype,ASPTA,-418.3187463302905,-119.84831609530801,1.8033930128231617,0.0,0.0
naive,wildtype,BPNT,2.0812516827220118,0.8450597115836334,1.300326248256296,0.0,0.0
naive,wildtype,BUTt2r,317.42077928752826,304.2291224653715,0.06123831199388115,6.645433916214039e-43,7.014686478587773e-43
naive,wildtype,CO2t,0.05470669452176696,0.04629890898225126,0.2407391908116718,1.2982798381226812e-90,1.4297626923414964e-90
naive,wildtype,CPPPGO,0.20843289641782653,0.10863600674622961,0.9400806374305601,0.0,0.0
naive,wildtype,CTPS1,0.05107190627620231,0.020841302988704808,1.2930844320680484,0.0,0.0
naive,wildtype,CTPS2,0.053824283880607206,0.029661468850704496,0.8596671772649808,0.0,0.0
naive,wildtype,CYTDt2,-485.7821577393229,-135.86235279752418,1.8381637588966446,0.0,0.0
naive,wildtype,DGK1,-0.05058883232533695,-0.02966985303648912,0.7698211589777441,0.0,0.0
naive,wildtype,DHFR,-499.2843767452557,-805.7451664486853,-0.6904618652091276,0.0,0.0
naive,wildtype,DMATT,13.451309215494945,3.578801479484453,1.9101981740580205,0.0,0.0
naive,wildtype,DURIPP,-0.05058883232533843,-0.029669853036486546,0.7698211589779114,0.0,0.0
naive,wildtype,ENO,482.9472597195027,157.40567472237333,1.6173780948660172,0.0,0.0
naive,wildtype,EX_asn__L_e,4.471343741048568,3.58886081360362,0.3171824870669706,5.062276124951918e-288,6.1726003905425e-288
naive,wildtype,EX_but_e,1.0826657354724112e-16,-1.2779627394589925e-15,,0.0,0.0
naive,wildtype,EX_co2_e,449.7964360207495,160.50639282499068,1.4866414701763655,0.0,0.0
naive,wildtype,EX_cytd_e,485.52859373553935,135.25346647600432,1.843890691250417,0.0,0.0
naive,wildtype,EX_fum_e,0.16246888522740405,0.13177507150869294,0.30208597594606784,2.0445759666409747e-159,2.349055582767944e-159
naive,wildtype,EX_gal_e,1.6493840294758275,0.8134300945661151,1.0198370710864912,0.0,0.0
naive,wildtype,EX_glu__L_e,0.11987481802733026,0.07011071170570947,0.77382184013097,0.0,0.0
naive,wildtype,EX_glypro_e,0.3640833511249506,0.3276355375862304,0.15217692043285985,3.8919930401458167e-38,4.0836466651471744e-38
naive,wildtype,EX_h_e,504.36496257348364,188.9948339835242,1.4161212573150082,0.0,0.0
naive,wildtype,EX_ile__L_e,-0.023474923716349263,-0.026544633755139907,-0.17729976653767587,2.0419093859729322e-142,2.32628657827516e-142
naive,wildtype,EX_k_e,2.3395041901356795e-16,0.0,inf,0.0,0.0
naive,wildtype,EX_leu__L_e,-0.023392945651071865,-0.023065218657432413,0.020354568824016414,1.545419505366063e-19,1.5816569282505086e-19
naive,wildtype,EX_lys__L_e,-0.013829111624121817,-0.021419357736198987,-0.6312067398443715,0.0,0.0
naive,wildtype,EX_na1_e,-412.9796338332068,-543.4126557175382,-0.39597752872735603,0.0,0.0
naive,wildtype,EX_o2_e,-498.727527339875,-214.56810163171426,1.2168162185109517,0.0,0.0
naive,wildtype,EX_pi_e,442.42762190047205,141.32770807204832,1.64639711789105,0.0,0.0
naive,wildtype,EX_pro__L_e,-0.030933210466813823,-0.02772660716908758,0.15788548583091164,1.3099942235033773e-145,1.494191801724532e-145
naive,wildtype,EX_ser__L_e,-0.02550307836714554,-0.018823937297299524,0.43810297906910856,0.0,0.0
naive,wildtype,EX_so4_e,0.04969641720236794,0.012641704143998423,1.9749508895999646,0.0,0.0
naive,wildtype,EX_urea_e,0.17283329005307613,0.0926426746264062,0.8996323168919024,0.0,0.0
naive,wildtype,EX_val__L_e,-0.028413409117399514,-0.01902491292058264,0.5786820900043129,0.0,0.0
naive,wildtype,FBA,-0.04803598926752976,-0.0708318147437139,-0.560281806048309,0.0,0.0
naive,wildtype,FBA2,0.05008799745620871,0.02859469532874642,0.8087173990911366,0.0,0.0
naive,wildtype,FPGS7_1,0.0471692082221668,0.050554308992962066,-0.09998868124993188,1.674591814829338e-47,1.7765602314767444e-47
naive,wildtype,FT,26.38876521722558,6.9801835630083,1.9185869640186861,0.0,0.0
naive,wildtype,FUM,-453.4889843267229,-446.5741584407393,0.02216773649748469,2.6246424426891206e-19,2.685096494086015e-19
naive,wildtype,G3PD1ir,624.1188301157613,88.25206209067923,2.8221188457117354,0.0,0.0
naive,wildtype,G5SADs,0.058056716740605196,0.02249080288463206,1.368127822215616,0.0,0.0
naive,wildtype,G6PDH2r,-0.044534364208447016,-0.09169062055473545,-1.0418551639509033,0.0,0.0
naive,wildtype,GALUi,-0.07894423972755996,-0.06298189939404199,0.3258967351413458,0.0,0.0
naive,wildtype,GAPD,482.8919111904038,157.36799861521928,1.6175581043521805,0.0,0.0
naive,wildtype,GF6PTA,0.04790682065347716,0.06615725786017908,-0.46566836587267957,0.0,0.0
naive,wildtype,GHMT2r,113.08316572935372,198.39009808349783,-0.8109558440101118,0.0,0.0
naive,wildtype,GK1,0.15084742905785198,0.0959468569933577,0.6527826555585491,0.0,0.0
naive,wildtype,GLNS,475.19162170161945,290.4154283434492,0.7103913009529899,0.0,0.0
naive,wildtype,GLYLEUHYDROc,-0.05629167597681088,-0.016827375248627343,1.742111441172345,0.0,0.0
naive,wildtype,GLYPHEHYc,-0.050878345369080646,-0.016289036065733113,1.6431505208350534,0.0,0.0
naive,wildtype,GLYPROPRO1c,-0.3640833511249506,-0.3276355375862304,0.15217692043285985,3.8919930401458167e-38,4.0836466651471744e-38
naive,wildtype,GRTT,13.451309215494945,3.578801479484453,1.9101981740580205,0.0,0.0
naive,wildtype,GTPCI,0.054201108525348214,0.03747896494239273,0.5322412473951171,0.0,0.0
naive,wildtype,GUAPRT,0.12023621219030414,0.18067067022147532,-0.587490854716655,0.0,0.0
naive,wildtype,HCO3E,450.15064259044186,159.72651237212708,1.494804079237332,0.0,0.0
naive,wildtype,H2Ot,-506.3766439924851,-310.6873012025047,0.7047475887046167,0.0,0.0
naive,wildtype,HEX1,0.06013316363588952,0.1155480299923091,-0.9422598965885484,0.0,0.0
naive,wildtype,HMBS,0.2084328964178268,0.10863600674622961,0.940080637430562,0.0,0.0
naive,wildtype,ILETA,0.049977866069492,0.01635064475630917,1.6119417764952904,0.0,0.0
naive,wildtype,IMPD,0.11495614425466273,0.055022697831877576,1.0629847946205742,0.0,0.0
naive,wildtype,INSt2,356.61957102578685,51.444673021661046,2.7932922770117603,0.0,0.0
naive,wildtype,L_LACt2r,0.0342962065896592,0.015164180126911527,1.177381513939263,0.0,0.0
naive,wildtype,MTHFC,128.42691095974126,55.10814154087984,1.220610160918277,0.0,0.0
naive,wildtype,MTHFD,-346.2063101522943,-229.55040757243947,0.592821026727761,0.0,0.0
naive,wildtype,NADK,0.06059363823706637,0.0356810952387531,0.7640064324524491,0.0,0.0
naive,wildtype,NAt3_1,555.9244305750763,761.6367917962983,-0.45421438752849935,0.0,0.0
naive,wildtype,NDPK2,353.7864653534564,262.2875113133119,0.4317297405152598,0.0,0.0
naive,wildtype,NDPK3,-483.75712796927337,-134.44177082306143,1.8473014683612508,0.0,0.0
naive,wildtype,NDPK4,-0.05348804256232148,-0.04390381829759415,0.2848699922415082,1.2162297780495743e-265,1.470480439022077e-265
naive,wildtype,NDPK5,-470.53426441740123,-362.6250190318361,0.37582131803526175,0.0,0.0
naive,wildtype,NDPK7,186.99618741994232,196.6732297242182,-0.07279174185641354,3.4470066549094963e-34,3.597595726049014e-34
naive,wildtype,NDPK8,0.06974068333291718,0.13266697181734338,-0.927736843325184,0.0,0.0
naive,wildtype,NDPK9,472.16310059982777,495.6004150594424,-0.06989209591797746,2.7900635492541333e-39,2.9323330786778567e-39
